collection_name,token_id,date,trades
World of Women,133,8/30/21,2
Cool Cats,133,9/8/21,2
CrypToadz,133,12/31/21,2
Terraform,133,1/26/22,4
Mutant Ape Yacht Club,133,1/28/22,5
Bored Ape Yacht Club,134,5/1/21,2
Bored Ape Kennel Club,134,6/26/21,2
Meebits,134,8/8/21,2
Cool Cats,134,8/24/21,3
CloneX,134,2/20/22,2
Bored Ape Yacht Club,135,8/6/21,2
Cool Cats,135,8/28/21,2
Bored Ape Yacht Club,135,8/29/21,2
Cool Cats,135,9/1/21,2
Meebits,135,9/18/21,2
Terraform,135,3/16/22,2
Cryptopunks,135,3/17/22,4
Cryptopunks,136,2/4/21,3
Cryptopunks,136,2/5/21,2
Cool Cats,136,7/4/21,2
Bored Ape Kennel Club,136,7/12/21,2
Doodles,136,10/17/21,2
Doodles,136,10/18/21,2
Bored Ape Kennel Club,136,3/19/22,2
Bored Ape Yacht Club,137,5/2/21,2
Cool Cats,137,8/28/21,3
Cool Cats,137,8/29/21,2
Loot,137,8/30/21,2
dotdotdots,137,8/31/21,2
Loot,137,9/4/21,2
CrypToadz,137,9/9/21,2
Loot,137,10/1/21,2
Cryptopunks,138,4/6/21,5
Cryptopunks,138,4/9/21,3
Cool Cats,138,10/17/21,2
Mutant Ape Yacht Club,138,1/3/22,2
Terraform,138,1/11/22,3
Terraform,138,1/12/22,3
Mutant Ape Yacht Club,138,3/17/22,3
Mutant Ape Yacht Club,138,3/21/22,2
Mutant Ape Yacht Club,138,3/24/22,2
Bored Ape Kennel Club,139,7/18/21,2
Bored Ape Kennel Club,139,8/24/21,4
Bored Ape Kennel Club,139,8/28/21,2
CrypToadz,139,9/9/21,3
Doodles,139,1/14/22,2
Bored Ape Yacht Club,139,1/19/22,2
Cool Cats,139,1/25/22,2
CrypToadz,139,3/4/22,3
CloneX,139,3/27/22,2
CloneX,139,3/31/22,5
Cool Cats,140,7/4/21,2
Bored Ape Yacht Club,140,7/16/21,2
Bored Ape Kennel Club,140,8/8/21,2
Mutant Ape Yacht Club,140,9/2/21,2
CrypToadz,140,9/9/21,2
CloneX,140,1/5/22,2
Mutant Ape Yacht Club,140,3/20/22,3
Bored Ape Kennel Club,140,3/21/22,3
Cryptopunks,141,4/6/21,2
Bored Ape Yacht Club,141,6/21/21,2
Cool Cats,141,7/12/21,2
Bored Ape Yacht Club,141,8/27/21,2
CrypToadz,141,9/9/21,2
CloneX,141,2/20/22,2
Terraform,141,2/23/22,2
Loot,142,8/27/21,2
CrypToadz,142,9/9/21,2
Terraform,142,1/1/22,2
Bored Ape Kennel Club,143,7/18/21,2
Mutant Ape Yacht Club,143,8/31/21,2
CrypToadz,143,9/9/21,3
CrypToadz,143,9/14/21,2
Doodles,143,11/18/21,2
Bored Ape Kennel Club,144,8/6/21,2
Bored Ape Yacht Club,144,8/15/21,2
Mutant Ape Yacht Club,144,8/29/21,2
Loot,144,8/31/21,2
Loot,144,9/2/21,2
Loot,144,9/7/21,2
Mutant Ape Yacht Club,144,10/8/21,2
Doodles,144,11/15/21,2
Mutant Ape Yacht Club,144,1/20/22,2
Mutant Ape Yacht Club,145,9/4/21,2
CrypToadz,145,9/9/21,3
Bored Ape Kennel Club,145,9/30/21,2
Bored Ape Kennel Club,145,11/25/21,2
Meebits,145,3/8/22,2
Mutant Ape Yacht Club,146,8/29/21,2
Bored Ape Kennel Club,147,6/20/21,2
Bored Ape Yacht Club,147,8/4/21,2
CrypToadz,147,9/30/21,2
CrypToadz,147,11/23/21,2
Mutant Ape Yacht Club,147,3/13/22,2
Bored Ape Kennel Club,147,3/14/22,2
Meebits,147,3/17/22,3
Bored Ape Kennel Club,148,8/11/21,2
CrypToadz,148,1/1/22,2
Meebits,148,3/17/22,2
CrypToadz,148,3/28/22,3
Bored Ape Yacht Club,149,5/24/21,3
Cool Cats,149,7/18/21,2
Loot,149,9/7/21,2
Cool Cats,149,9/17/21,2
Bored Ape Kennel Club,149,1/19/22,2
Loot,149,3/27/22,2
Bored Ape Yacht Club,150,8/28/21,2
Mutant Ape Yacht Club,150,8/29/21,2
dotdotdots,150,8/31/21,3
Loot,150,9/3/21,2
CrypToadz,150,9/16/21,4
Cool Cats,150,10/9/21,2
Cool Cats,150,11/14/21,2
Meebits,150,1/29/22,2
Bored Ape Kennel Club,151,9/1/21,2
Doodles,151,10/17/21,2
Cryptopunks,152,2/4/21,3
Cryptopunks,152,2/5/21,2
Bored Ape Yacht Club,152,8/25/21,3
Mutant Ape Yacht Club,152,8/31/21,3
Meebits,152,9/2/21,2
Loot,152,9/3/21,2
Mutant Ape Yacht Club,152,10/14/21,2
Mutant Ape Yacht Club,153,9/1/21,2
CrypToadz,153,9/9/21,2
CrypToadz,153,10/9/21,2
World of Women,153,1/6/22,2
Bored Ape Yacht Club,154,8/28/21,2
Bored Ape Yacht Club,154,8/29/21,4
CrypToadz,154,9/9/21,2
Cool Cats,154,9/19/21,3
Cool Cats,154,10/3/21,2
CloneX,154,12/13/21,3
Cool Cats,154,2/1/22,4
Doodles,154,3/1/22,2
Mutant Ape Yacht Club,154,3/17/22,4
Bored Ape Yacht Club,154,3/29/22,4
Cool Cats,155,8/22/21,2
CrypToadz,155,9/9/21,2
Terraform,155,12/26/21,2
Cool Cats,155,1/8/22,2
Cool Cats,155,1/21/22,2
Cool Cats,155,2/23/22,2
Cool Cats,156,7/5/21,2
Bored Ape Kennel Club,156,8/25/21,3
CrypToadz,156,9/9/21,3
Doodles,156,11/2/21,2
Terraform,156,2/20/22,2
Meebits,156,3/11/22,2
Bored Ape Yacht Club,156,3/31/22,4
CrypToadz,157,9/9/21,3
Bored Ape Yacht Club,157,9/27/21,2
CrypToadz,157,10/3/21,2
Doodles,157,11/2/21,2
Terraform,157,12/26/21,2
Bored Ape Yacht Club,158,8/30/21,3
Mutant Ape Yacht Club,158,9/1/21,2
CrypToadz,158,9/9/21,2
CloneX,158,1/8/22,2
Mutant Ape Yacht Club,158,3/18/22,3
CrypToadz,158,3/19/22,2
CrypToadz,159,9/9/21,5
Doodles,159,10/18/21,2
Bored Ape Yacht Club,159,10/20/21,2
Doodles,159,10/23/21,2
Bored Ape Yacht Club,159,11/22/21,2
Bored Ape Yacht Club,159,1/7/22,2
Mutant Ape Yacht Club,159,1/17/22,2
CloneX,159,2/8/22,2
Meebits,159,2/9/22,4
Bored Ape Yacht Club,160,8/25/21,3
Cool Cats,160,8/31/21,2
dotdotdots,160,9/1/21,2
CrypToadz,160,9/9/21,2
Cool Cats,160,9/13/21,2
Doodles,160,10/18/21,2
Doodles,160,10/28/21,2
Cryptopunks,161,3/30/21,2
Cool Cats,161,8/6/21,2
Bored Ape Yacht Club,161,8/25/21,3
Cryptopunks,161,8/27/21,2
Mutant Ape Yacht Club,161,8/29/21,2
Mutant Ape Yacht Club,161,8/30/21,2
Mutant Ape Yacht Club,161,8/31/21,3
Bored Ape Kennel Club,161,9/4/21,2
CrypToadz,161,9/9/21,4
Bored Ape Kennel Club,161,10/26/21,2
Mutant Ape Yacht Club,161,11/20/21,2
Mutant Ape Yacht Club,162,8/29/21,7
CrypToadz,162,9/9/21,4
Bored Ape Yacht Club,162,11/16/21,2
Loot,163,9/2/21,2
Bored Ape Yacht Club,163,11/19/21,2
CloneX,163,12/13/21,2
Bored Ape Kennel Club,163,2/6/22,2
Bored Ape Kennel Club,164,9/3/21,2
Loot,164,11/22/21,2
Cool Cats,165,7/4/21,2
Bored Ape Kennel Club,165,8/28/21,3
Bored Ape Kennel Club,165,9/1/21,2
CrypToadz,165,9/9/21,2
Mutant Ape Yacht Club,165,11/25/21,5
Mutant Ape Yacht Club,165,12/3/21,2
CloneX,165,12/13/21,2
CloneX,165,1/4/22,2
World of Women,165,2/19/22,2
CrypToadz,166,9/13/21,2
Bored Ape Yacht Club,166,10/13/21,2
CrypToadz,166,3/17/22,3
CrypToadz,166,3/19/22,2
Bored Ape Kennel Club,167,8/25/21,2
Mutant Ape Yacht Club,167,8/31/21,2
Bored Ape Yacht Club,167,9/2/21,2
Mutant Ape Yacht Club,167,9/5/21,2
Mutant Ape Yacht Club,167,9/6/21,2
CrypToadz,167,9/21/21,2
Bored Ape Yacht Club,167,1/2/22,2
Mutant Ape Yacht Club,167,1/3/22,3
Mutant Ape Yacht Club,167,1/15/22,2
Bored Ape Kennel Club,167,2/14/22,2
Mutant Ape Yacht Club,167,3/19/22,2
CrypToadz,168,12/11/21,3
Doodles,168,1/7/22,2
Loot,168,1/12/22,14
Loot,168,1/13/22,18
Loot,168,1/15/22,4
Loot,168,1/16/22,2
dotdotdots,168,1/17/22,9
Loot,168,1/18/22,10
Loot,168,1/19/22,15
Loot,168,1/20/22,6
Loot,169,8/31/21,2
CrypToadz,169,10/21/21,3
CrypToadz,169,12/11/21,4
CloneX,169,12/14/21,5
Mutant Ape Yacht Club,169,1/2/22,2
CrypToadz,169,2/25/22,3
Doodles,169,3/20/22,2
Doodles,169,3/21/22,2
Doodles,169,3/25/22,5
Loot,169,4/3/22,2
Cool Cats,170,7/4/21,2
Meebits,170,8/4/21,2
Bored Ape Yacht Club,170,8/21/21,2
dotdotdots,170,9/4/21,3
CrypToadz,170,9/15/21,2
CrypToadz,170,10/4/21,3
Mutant Ape Yacht Club,170,11/8/21,2
Bored Ape Yacht Club,171,5/30/21,4
Bored Ape Yacht Club,171,8/24/21,2
CrypToadz,171,1/29/22,2
CrypToadz,172,3/18/22,3
Bored Ape Yacht Club,173,5/29/21,2
Cool Cats,173,7/10/21,3
Cryptopunks,173,8/25/21,3
Bored Ape Kennel Club,173,9/5/21,2
CrypToadz,173,9/9/21,3
CloneX,173,12/18/21,3
Doodles,173,1/12/22,2
dotdotdots,173,1/19/22,3
CloneX,173,1/22/22,2
Bored Ape Kennel Club,173,3/20/22,2
CloneX,173,3/31/22,6
Loot,174,9/2/21,3
Terraform,174,1/13/22,2
Terraform,174,3/11/22,2
Bored Ape Kennel Club,174,3/18/22,2
Cool Cats,175,7/3/21,3
Cool Cats,175,8/22/21,3
CrypToadz,175,10/14/21,2
CrypToadz,175,10/21/21,2
Doodles,175,2/2/22,2
Bored Ape Kennel Club,175,3/17/22,3
Bored Ape Yacht Club,176,5/30/21,2
Bored Ape Kennel Club,176,7/15/21,2
CrypToadz,176,9/28/21,2
Mutant Ape Yacht Club,176,12/31/21,4
Doodles,176,1/31/22,2
Mutant Ape Yacht Club,176,2/1/22,2
Mutant Ape Yacht Club,176,3/17/22,4
Bored Ape Yacht Club,177,6/7/21,2
Bored Ape Kennel Club,177,7/21/21,2
Loot,177,8/31/21,2
CloneX,177,12/12/21,2
Mutant Ape Yacht Club,178,8/29/21,2
Mutant Ape Yacht Club,178,9/15/21,2
Bored Ape Kennel Club,178,9/18/21,2
CrypToadz,178,12/11/21,6
Doodles,178,3/25/22,2
Bored Ape Yacht Club,179,8/25/21,2
Mutant Ape Yacht Club,179,8/29/21,3
CrypToadz,179,9/9/21,2
CrypToadz,179,9/14/21,3
Mutant Ape Yacht Club,179,10/21/21,4
Doodles,179,10/26/21,4
Bored Ape Yacht Club,179,11/10/21,4
CloneX,179,1/28/22,3
Bored Ape Yacht Club,180,5/24/21,3
Doodles,180,12/5/21,4
Cool Cats,180,1/3/22,2
Doodles,180,1/5/22,2
CloneX,180,1/12/22,2
Mutant Ape Yacht Club,180,1/31/22,2
Meebits,180,3/17/22,3
Bored Ape Kennel Club,180,3/23/22,3
Cool Cats,181,8/1/21,3
Mutant Ape Yacht Club,181,8/29/21,2
Loot,181,9/2/21,3
Cool Cats,181,9/16/21,3
Doodles,181,10/22/21,2
Mutant Ape Yacht Club,181,2/18/22,2
Mutant Ape Yacht Club,181,2/21/22,3
Mutant Ape Yacht Club,181,2/22/22,4
Mutant Ape Yacht Club,181,3/5/22,2
Mutant Ape Yacht Club,181,3/22/22,2
Cool Cats,181,3/26/22,2
Doodles,181,4/1/22,4
Bored Ape Kennel Club,181,4/2/22,3
Bored Ape Yacht Club,182,6/18/21,2
CrypToadz,182,9/9/21,4
Cool Cats,182,12/30/21,3
Cool Cats,182,1/6/22,2
CloneX,182,2/19/22,2
Cool Cats,182,3/1/22,2
Mutant Ape Yacht Club,182,3/17/22,2
Mutant Ape Yacht Club,183,10/8/21,2
Doodles,183,10/24/21,2
Doodles,183,10/25/21,2
Doodles,183,3/1/22,3
Bored Ape Kennel Club,184,6/26/21,2
Cool Cats,184,7/8/21,2
CrypToadz,184,9/9/21,2
CrypToadz,184,9/17/21,2
Mutant Ape Yacht Club,184,9/26/21,2
dotdotdots,184,2/5/22,2
Mutant Ape Yacht Club,184,2/16/22,2
Mutant Ape Yacht Club,184,3/16/22,2
Mutant Ape Yacht Club,184,3/17/22,5
Bored Ape Yacht Club,185,8/3/21,2
dotdotdots,185,9/1/21,2
Bored Ape Yacht Club,186,6/18/21,2
Cool Cats,186,7/11/21,2
Cool Cats,186,7/12/21,2
Cool Cats,186,7/18/21,2
CrypToadz,186,9/16/21,3
Loot,186,10/12/21,2
Loot,186,1/15/22,2
Mutant Ape Yacht Club,186,2/22/22,2
Bored Ape Kennel Club,186,4/3/22,2
Cool Cats,187,7/2/21,2
Bored Ape Kennel Club,187,7/17/21,2
Bored Ape Kennel Club,187,8/6/21,2
Cool Cats,187,8/13/21,2
Cool Cats,187,8/20/21,2
dotdotdots,187,9/1/21,2
Meebits,187,10/30/21,3
Bored Ape Kennel Club,187,1/20/22,2
Bored Ape Kennel Club,188,8/24/21,2
Loot,188,8/30/21,2
Loot,188,9/9/21,2
CrypToadz,188,1/2/22,2
Doodles,188,3/1/22,2
CrypToadz,188,3/11/22,2
dotdotdots,189,9/1/21,2
Loot,189,9/2/21,3
Mutant Ape Yacht Club,189,1/30/22,2
Doodles,189,2/15/22,2
Doodles,189,2/25/22,2
Doodles,189,3/1/22,3
CrypToadz,190,9/15/21,2
Doodles,190,10/27/21,2
Doodles,190,1/25/22,2
Doodles,190,2/20/22,2
Doodles,190,3/1/22,2
Meebits,190,3/17/22,2
Meebits,191,5/3/21,4
Cool Cats,191,7/6/21,3
Bored Ape Kennel Club,191,8/24/21,2
Cool Cats,191,9/1/21,2
Mutant Ape Yacht Club,191,1/17/22,3
Mutant Ape Yacht Club,191,1/21/22,2
Mutant Ape Yacht Club,191,3/17/22,2
Doodles,191,3/26/22,2
Mutant Ape Yacht Club,192,8/31/21,2
dotdotdots,192,9/1/21,2
Bored Ape Yacht Club,192,9/24/21,2
Bored Ape Kennel Club,192,11/28/21,2
Mutant Ape Yacht Club,192,12/2/21,2
CrypToadz,192,12/11/21,2
dotdotdots,193,9/1/21,3
CrypToadz,193,9/14/21,2
Doodles,193,10/22/21,2
Bored Ape Yacht Club,193,12/27/21,2
Bored Ape Yacht Club,193,1/2/22,2
dotdotdots,194,9/1/21,2
dotdotdots,194,10/4/21,2
Doodles,194,1/5/22,2
CrypToadz,194,3/28/22,2
Mutant Ape Yacht Club,195,8/29/21,2
Mutant Ape Yacht Club,195,9/1/21,2
CrypToadz,195,11/18/21,2
Mutant Ape Yacht Club,195,12/24/21,2
Doodles,195,3/1/22,2
World of Women,196,8/24/21,2
dotdotdots,196,8/31/21,2
Loot,196,9/2/21,2
Mutant Ape Yacht Club,196,1/25/22,2
Cool Cats,196,2/20/22,2
Mutant Ape Yacht Club,197,11/15/21,2
Cryptopunks,197,12/29/21,2
Cryptopunks,197,12/30/21,2
Cool Cats,197,1/2/22,2
Cryptopunks,197,1/22/22,2
Mutant Ape Yacht Club,198,8/29/21,2
dotdotdots,198,9/1/21,2
Cool Cats,198,10/17/21,2
World of Women,199,8/24/21,2
CrypToadz,199,1/2/22,2
CrypToadz,199,1/4/22,2
Mutant Ape Yacht Club,200,8/30/21,2
CrypToadz,200,9/9/21,2
Mutant Ape Yacht Club,200,12/1/21,2
CloneX,200,1/27/22,3
Cool Cats,200,1/31/22,2
Cool Cats,201,8/28/21,2
dotdotdots,201,8/31/21,2
Mutant Ape Yacht Club,201,9/30/21,3
CloneX,201,12/13/21,2
Bored Ape Kennel Club,202,8/23/21,2
CrypToadz,202,9/9/21,3
Bored Ape Yacht Club,202,9/23/21,2
Mutant Ape Yacht Club,202,11/13/21,2
CloneX,202,2/1/22,2
Mutant Ape Yacht Club,202,3/4/22,2
Meebits,202,3/9/22,3
Meebits,202,3/10/22,2
Meebits,202,3/11/22,3
Bored Ape Kennel Club,202,3/16/22,3
Cool Cats,203,8/28/21,2
Loot,203,8/30/21,3
Bored Ape Yacht Club,203,1/22/22,2
dotdotdots,204,9/1/21,5
CrypToadz,204,9/21/21,2
Mutant Ape Yacht Club,204,11/18/21,2
Meebits,204,12/25/21,2
Cool Cats,204,2/20/22,3
Bored Ape Kennel Club,204,3/20/22,2
Bored Ape Yacht Club,205,6/19/21,2
CrypToadz,205,9/9/21,3
CrypToadz,205,11/8/21,2
CloneX,205,12/14/21,3
Mutant Ape Yacht Club,205,1/3/22,2
Meebits,205,3/17/22,2
Azuki,205,4/2/22,2
Loot,206,8/30/21,2
CrypToadz,206,9/9/21,3
Loot,206,10/8/21,2
Doodles,206,1/31/22,2
Bored Ape Yacht Club,207,5/1/21,2
Meebits,207,5/3/21,2
Bored Ape Yacht Club,207,7/19/21,2
dotdotdots,207,9/3/21,2
CrypToadz,207,12/11/21,2
CloneX,207,12/14/21,2
CloneX,207,12/30/21,2
World of Women,207,1/12/22,2
CrypToadz,207,2/5/22,2
CrypToadz,207,3/2/22,2
CrypToadz,207,4/3/22,2
Cool Cats,208,7/18/21,3
dotdotdots,208,9/2/21,2
CrypToadz,208,9/9/21,4
Mutant Ape Yacht Club,208,11/1/21,2
Meebits,208,3/10/22,2
Meebits,208,3/12/22,2
Mutant Ape Yacht Club,208,3/18/22,2
Bored Ape Yacht Club,208,3/25/22,2
Bored Ape Yacht Club,209,5/3/21,2
Cool Cats,209,7/5/21,2
Cool Cats,209,7/7/21,2
dotdotdots,209,9/2/21,2
Bored Ape Yacht Club,210,6/12/21,3
Bored Ape Kennel Club,210,7/3/21,2
Mutant Ape Yacht Club,210,8/29/21,2
World of Women,210,1/29/22,2
CloneX,210,2/21/22,2
Mutant Ape Yacht Club,210,3/1/22,3
Mutant Ape Yacht Club,210,3/17/22,3
Mutant Ape Yacht Club,210,3/23/22,2
Cryptopunks,211,6/14/21,2
Bored Ape Kennel Club,211,8/28/21,2
Mutant Ape Yacht Club,211,9/2/21,2
CrypToadz,211,9/9/21,2
CrypToadz,211,9/10/21,2
Bored Ape Yacht Club,211,11/1/21,2
Meebits,211,3/17/22,2
Bored Ape Yacht Club,211,3/25/22,2
CrypToadz,212,10/16/21,2
Doodles,212,11/1/21,2
Bored Ape Yacht Club,212,1/21/22,5
Meebits,212,3/11/22,2
Cool Cats,213,8/16/21,2
Cool Cats,213,9/15/21,6
Mutant Ape Yacht Club,213,12/6/21,2
CrypToadz,213,12/10/21,2
CloneX,213,12/14/21,2
Terraform,213,12/18/21,2
Terraform,213,1/18/22,3
Cool Cats,213,2/20/22,3
World of Women,214,8/10/21,2
Mutant Ape Yacht Club,214,9/1/21,2
CrypToadz,214,11/7/21,2
Mutant Ape Yacht Club,214,11/14/21,2
Doodles,214,1/31/22,3
Azuki,214,3/4/22,2
Mutant Ape Yacht Club,214,3/17/22,3
Bored Ape Yacht Club,214,3/18/22,2
Bored Ape Yacht Club,215,5/3/21,2
Bored Ape Kennel Club,215,7/20/21,2
Bored Ape Yacht Club,215,7/22/21,3
World of Women,215,8/8/21,2
Bored Ape Yacht Club,215,8/21/21,2
Bored Ape Yacht Club,215,8/22/21,2
dotdotdots,215,9/1/21,2
Terraform,215,12/18/21,2
Azuki,215,1/19/22,2
Bored Ape Yacht Club,216,6/23/21,2
Bored Ape Yacht Club,216,7/18/21,2
Bored Ape Yacht Club,216,7/21/21,4
Bored Ape Yacht Club,216,7/30/21,2
World of Women,216,8/9/21,2
World of Women,216,9/3/21,2
Mutant Ape Yacht Club,216,9/8/21,2
CrypToadz,216,9/30/21,2
CrypToadz,216,10/21/21,2
Cool Cats,216,1/7/22,2
Meebits,216,2/1/22,2
Mutant Ape Yacht Club,217,9/1/21,5
Mutant Ape Yacht Club,217,9/17/21,2
Mutant Ape Yacht Club,217,11/12/21,3
Bored Ape Yacht Club,217,11/14/21,2
Bored Ape Yacht Club,217,11/17/21,2
Terraform,217,12/18/21,2
Terraform,217,12/22/21,2
World of Women,217,1/12/22,2
World of Women,217,2/15/22,2
CrypToadz,217,3/19/22,2
Meebits,218,5/7/21,2
Meebits,218,7/17/21,2
dotdotdots,218,9/2/21,2
CrypToadz,218,9/9/21,2
Meebits,218,11/21/21,3
Mutant Ape Yacht Club,218,11/29/21,2
World of Women,218,1/13/22,2
Bored Ape Kennel Club,219,7/18/21,2
Bored Ape Kennel Club,219,8/13/21,2
Bored Ape Kennel Club,219,8/14/21,2
Mutant Ape Yacht Club,219,9/3/21,2
Terraform,219,12/21/21,2
Terraform,219,12/29/21,2
Doodles,219,1/13/22,2
Bored Ape Kennel Club,219,2/25/22,2
Mutant Ape Yacht Club,219,3/19/22,2
Bored Ape Yacht Club,220,5/5/21,3
Cool Cats,220,7/2/21,3
Bored Ape Yacht Club,220,7/6/21,4
Mutant Ape Yacht Club,220,9/1/21,2
World of Women,220,9/16/21,2
Doodles,220,11/2/21,2
CloneX,220,1/18/22,2
Cool Cats,221,9/3/21,2
Bored Ape Kennel Club,221,9/16/21,2
CrypToadz,221,9/21/21,3
Mutant Ape Yacht Club,221,11/14/21,2
Doodles,221,11/19/21,2
Azuki,221,1/13/22,2
dotdotdots,221,2/3/22,17
dotdotdots,221,2/12/22,3
Bored Ape Kennel Club,221,2/15/22,2
Cryptopunks,222,2/4/21,3
Cool Cats,222,7/18/21,2
Cool Cats,222,9/21/21,2
Terraform,222,12/25/21,2
Doodles,222,1/8/22,2
Doodles,222,1/9/22,3
Azuki,222,1/26/22,2
Doodles,222,2/2/22,2
Doodles,222,2/14/22,2
Cryptopunks,222,3/17/22,3
Bored Ape Kennel Club,222,3/18/22,3
CrypToadz,223,9/9/21,3
Cool Cats,223,10/14/21,2
World of Women,223,1/12/22,2
Bored Ape Kennel Club,224,7/19/21,2
Bored Ape Kennel Club,224,7/20/21,2
dotdotdots,224,9/1/21,2
Mutant Ape Yacht Club,224,11/30/21,2
CrypToadz,224,4/9/22,2
Bored Ape Kennel Club,225,8/3/21,2
Bored Ape Yacht Club,225,8/29/21,3
Mutant Ape Yacht Club,225,9/5/21,3
Bored Ape Kennel Club,225,9/23/21,2
Bored Ape Kennel Club,225,9/30/21,2
Loot,225,10/2/21,2
Doodles,225,1/20/22,2
Meebits,225,3/16/22,2
Meebits,225,3/22/22,2
Cool Cats,226,7/4/21,2
Cool Cats,226,10/5/21,3
World of Women,226,3/26/22,2
Bored Ape Kennel Club,227,6/20/21,3
Cool Cats,227,7/7/21,2
Bored Ape Yacht Club,227,8/29/21,2
Mutant Ape Yacht Club,227,8/31/21,3
dotdotdots,227,9/1/21,2
Bored Ape Kennel Club,227,10/10/21,2
Mutant Ape Yacht Club,227,1/30/22,2
Cryptopunks,227,3/17/22,3
Meebits,228,8/28/21,3
Mutant Ape Yacht Club,228,8/31/21,2
dotdotdots,228,9/1/21,2
Meebits,228,9/5/21,2
dotdotdots,228,9/7/21,3
Bored Ape Kennel Club,228,9/24/21,2
Doodles,228,10/18/21,2
Doodles,228,12/10/21,2
Cool Cats,229,7/7/21,2
Bored Ape Kennel Club,229,9/6/21,2
CrypToadz,229,9/14/21,2
dotdotdots,229,9/23/21,2
Cryptopunks,229,10/4/21,2
CrypToadz,229,10/5/21,2
Doodles,229,11/17/21,2
CrypToadz,229,1/4/22,2
Meebits,229,1/11/22,11
Meebits,229,1/12/22,2
CrypToadz,229,3/11/22,5
CrypToadz,229,3/27/22,2
Meebits,230,5/7/21,2
Bored Ape Kennel Club,230,6/25/21,2
Cool Cats,230,7/7/21,2
Loot,230,9/2/21,2
Doodles,230,10/18/21,3
Cool Cats,230,10/23/21,4
Bored Ape Yacht Club,230,11/20/21,5
Cool Cats,230,12/31/21,2
Bored Ape Yacht Club,230,1/8/22,3
Bored Ape Kennel Club,230,1/12/22,3
Bored Ape Kennel Club,230,1/13/22,3
Bored Ape Yacht Club,230,1/23/22,3
Cool Cats,230,2/20/22,4
Doodles,230,3/19/22,2
World of Women,230,3/21/22,2
Bored Ape Yacht Club,230,3/28/22,2
Cool Cats,231,7/7/21,2
World of Women,231,8/28/21,4
Mutant Ape Yacht Club,231,8/29/21,2
CrypToadz,231,9/9/21,2
Bored Ape Kennel Club,231,11/16/21,2
CrypToadz,231,12/13/21,2
Azuki,231,3/11/22,2
Meebits,231,3/17/22,2
Meebits,232,8/14/21,2
World of Women,232,8/16/21,2
Mutant Ape Yacht Club,232,8/29/21,3
CrypToadz,232,11/24/21,2
Mutant Ape Yacht Club,232,3/28/22,2
Mutant Ape Yacht Club,232,4/1/22,2
Bored Ape Kennel Club,233,8/14/21,2
Loot,233,8/31/21,2
dotdotdots,233,9/1/21,2
CrypToadz,233,9/9/21,2
Mutant Ape Yacht Club,233,9/24/21,2
CrypToadz,233,12/14/21,2
Doodles,233,1/3/22,2
Doodles,233,3/20/22,2
World of Women,234,8/1/21,2
Bored Ape Kennel Club,234,8/14/21,2
dotdotdots,234,9/1/21,3
Bored Ape Kennel Club,234,2/5/22,2
Doodles,234,3/5/22,2
Mutant Ape Yacht Club,235,8/29/21,3
dotdotdots,235,9/1/21,2
CloneX,235,1/26/22,3
Azuki,235,3/31/22,2
Cool Cats,236,7/10/21,2
Mutant Ape Yacht Club,236,8/29/21,3
dotdotdots,236,9/1/21,2
Cool Cats,236,10/4/21,3
CrypToadz,236,10/13/21,3
Bored Ape Kennel Club,236,11/12/21,4
Bored Ape Kennel Club,236,11/13/21,2
CloneX,236,3/17/22,2
Bored Ape Yacht Club,237,8/1/21,2
Bored Ape Yacht Club,237,8/28/21,2
Bored Ape Yacht Club,237,11/14/21,2
Bored Ape Yacht Club,237,12/13/21,2
World of Women,237,1/5/22,2
Bored Ape Yacht Club,237,1/12/22,3
Mutant Ape Yacht Club,237,1/25/22,2
Mutant Ape Yacht Club,237,2/20/22,2
Doodles,237,3/1/22,2
Doodles,237,3/22/22,2
Meebits,238,8/23/21,2
Mutant Ape Yacht Club,238,10/23/21,2
CloneX,238,12/25/21,2
CloneX,238,12/26/21,2
CrypToadz,238,12/27/21,2
Azuki,238,2/16/22,2
Meebits,238,3/12/22,2
Mutant Ape Yacht Club,238,3/27/22,3
Cryptopunks,239,3/8/21,2
Cryptopunks,239,5/3/21,4
Bored Ape Kennel Club,239,7/18/21,2
Cryptopunks,239,7/29/21,2
Cool Cats,239,8/21/21,2
Cool Cats,239,8/24/21,3
Cryptopunks,239,8/28/21,2
Mutant Ape Yacht Club,239,8/29/21,2
Cool Cats,239,1/5/22,2
Doodles,239,3/2/22,2
Mutant Ape Yacht Club,240,8/29/21,2
World of Women,240,9/3/21,2
Bored Ape Kennel Club,240,1/3/22,2
Doodles,240,1/14/22,3
Azuki,240,3/8/22,2
Bored Ape Kennel Club,241,7/11/21,2
Bored Ape Yacht Club,241,7/15/21,2
Cryptopunks,241,8/7/21,2
World of Women,241,8/10/21,2
Mutant Ape Yacht Club,241,8/31/21,2
Cool Cats,241,10/2/21,2
CrypToadz,241,12/27/21,3
Doodles,241,3/1/22,2
Mutant Ape Yacht Club,242,8/31/21,2
dotdotdots,242,9/1/21,2
dotdotdots,242,9/3/21,2
CrypToadz,242,10/13/21,2
Azuki,242,3/8/22,2
Bored Ape Yacht Club,242,3/17/22,2
Bored Ape Yacht Club,242,3/19/22,2
Bored Ape Kennel Club,242,3/29/22,2
Mutant Ape Yacht Club,243,8/29/21,2
dotdotdots,243,9/1/21,2
Cool Cats,243,9/14/21,2
